Episode: 1/10000, Total Frames: 357, Tiles Visited: 12, Total Rewards: -142.0000000000009, Epsilon: 0.99, Policy: SAFE
Episode: 1973/10000, Total Frames: 422, Tiles Visited: 12, Total Rewards: -167.60000000000127, Epsilon: 0.3, Policy: SAFE
Episode: 1974/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 1975/10000, Total Frames: 87, Tiles Visited: 3, Total Rewards: -33.99999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 1976/10000, Total Frames: 59, Tiles Visited: 3, Total Rewards: -22.899999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 1977/10000, Total Frames: 91, Tiles Visited: 3, Total Rewards: -35.599999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 1978/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.500000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 1979/10000, Total Frames: 63, Tiles Visited: 4, Total Rewards: -24.49999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 1980/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.600000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 1981/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 1982/10000, Total Frames: 32, Tiles Visited: 3, Total Rewards: -12.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 1983/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.500000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 1984/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 1985/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -29.89999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 1986/10000, Total Frames: 96, Tiles Visited: 3, Total Rewards: -37.59999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 1987/10000, Total Frames: 207, Tiles Visited: 3, Total Rewards: -81.90000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 1988/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 1989/10000, Total Frames: 32, Tiles Visited: 3, Total Rewards: -12.100000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 1990/10000, Total Frames: 47, Tiles Visited: 3, Total Rewards: -18.1, Epsilon: 0.3, Policy: AGENT
Episode: 1991/10000, Total Frames: 127, Tiles Visited: 3, Total Rewards: -49.99999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 1992/10000, Total Frames: 170, Tiles Visited: 4, Total Rewards: -66.99999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 1993/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 1994/10000, Total Frames: 295, Tiles Visited: 3, Total Rewards: -116.40000000000057, Epsilon: 0.3, Policy: RISK
Episode: 1995/10000, Total Frames: 140, Tiles Visited: 4, Total Rewards: -54.99999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 1996/10000, Total Frames: 104, Tiles Visited: 3, Total Rewards: -40.299999999999926, Epsilon: 0.3, Policy: AGENT
Episode: 1997/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.800000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 1998/10000, Total Frames: 56, Tiles Visited: 4, Total Rewards: -21.799999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 1999/10000, Total Frames: 78, Tiles Visited: 4, Total Rewards: -30.299999999999958, Epsilon: 0.3, Policy: AGENT
Episode: 2000/10000, Total Frames: 93, Tiles Visited: 4, Total Rewards: -36.399999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 2001/10000, Total Frames: 69, Tiles Visited: 4, Total Rewards: -27.09999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2002/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2003/10000, Total Frames: 118, Tiles Visited: 3, Total Rewards: -45.899999999999906, Epsilon: 0.3, Policy: AGENT
Episode: 2004/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2005/10000, Total Frames: 92, Tiles Visited: 3, Total Rewards: -36.29999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2006/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2007/10000, Total Frames: 57, Tiles Visited: 3, Total Rewards: -21.899999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 2008/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2009/10000, Total Frames: 51, Tiles Visited: 3, Total Rewards: -19.899999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2010/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.100000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2011/10000, Total Frames: 147, Tiles Visited: 3, Total Rewards: -57.59999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2012/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.800000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2013/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2014/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2015/10000, Total Frames: 72, Tiles Visited: 3, Total Rewards: -27.899999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 2016/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2017/10000, Total Frames: 44, Tiles Visited: 3, Total Rewards: -17.000000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2018/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -21.999999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2019/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2020/10000, Total Frames: 236, Tiles Visited: 3, Total Rewards: -93.40000000000026, Epsilon: 0.3, Policy: RISK
Episode: 2021/10000, Total Frames: 124, Tiles Visited: 3, Total Rewards: -48.89999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2022/10000, Total Frames: 70, Tiles Visited: 3, Total Rewards: -27.199999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 2023/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2024/10000, Total Frames: 76, Tiles Visited: 4, Total Rewards: -29.59999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2025/10000, Total Frames: 139, Tiles Visited: 3, Total Rewards: -54.799999999999876, Epsilon: 0.3, Policy: AGENT
Episode: 2026/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.599999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2027/10000, Total Frames: 85, Tiles Visited: 4, Total Rewards: -33.299999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 2028/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2029/10000, Total Frames: 90, Tiles Visited: 3, Total Rewards: -35.099999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 2030/10000, Total Frames: 143, Tiles Visited: 4, Total Rewards: -55.99999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2031/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -22.199999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 2032/10000, Total Frames: 225, Tiles Visited: 3, Total Rewards: -88.50000000000018, Epsilon: 0.3, Policy: RISK
Episode: 2033/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -17.000000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2034/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2035/10000, Total Frames: 176, Tiles Visited: 4, Total Rewards: -69.49999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2036/10000, Total Frames: 76, Tiles Visited: 5, Total Rewards: -29.69999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2037/10000, Total Frames: 131, Tiles Visited: 4, Total Rewards: -50.999999999999886, Epsilon: 0.3, Policy: AGENT
Episode: 2038/10000, Total Frames: 242, Tiles Visited: 3, Total Rewards: -95.50000000000028, Epsilon: 0.3, Policy: RISK
Episode: 2039/10000, Total Frames: 225, Tiles Visited: 12, Total Rewards: -88.8000000000002, Epsilon: 0.3, Policy: SAFE
Episode: 2040/10000, Total Frames: 219, Tiles Visited: 3, Total Rewards: -86.60000000000015, Epsilon: 0.3, Policy: AGENT
Episode: 2041/10000, Total Frames: 145, Tiles Visited: 3, Total Rewards: -56.89999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2042/10000, Total Frames: 117, Tiles Visited: 3, Total Rewards: -45.6999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2043/10000, Total Frames: 93, Tiles Visited: 3, Total Rewards: -36.099999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 2044/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 2045/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -32.09999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2046/10000, Total Frames: 238, Tiles Visited: 3, Total Rewards: -94.30000000000027, Epsilon: 0.3, Policy: RISK
Episode: 2047/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2048/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.199999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2049/10000, Total Frames: 58, Tiles Visited: 1, Total Rewards: -22.499999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2050/10000, Total Frames: 180, Tiles Visited: 4, Total Rewards: -70.69999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2051/10000, Total Frames: 108, Tiles Visited: 4, Total Rewards: -42.19999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2052/10000, Total Frames: 122, Tiles Visited: 3, Total Rewards: -47.9999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2053/10000, Total Frames: 260, Tiles Visited: 12, Total Rewards: -103.00000000000038, Epsilon: 0.3, Policy: SAFE
Episode: 2054/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.299999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2055/10000, Total Frames: 148, Tiles Visited: 3, Total Rewards: -58.19999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2056/10000, Total Frames: 150, Tiles Visited: 4, Total Rewards: -58.899999999999864, Epsilon: 0.3, Policy: AGENT
Episode: 2057/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 2058/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2059/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.0, Epsilon: 0.3, Policy: AGENT
Episode: 2060/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 2061/10000, Total Frames: 340, Tiles Visited: 12, Total Rewards: -134.7000000000008, Epsilon: 0.3, Policy: SAFE
Episode: 2062/10000, Total Frames: 169, Tiles Visited: 4, Total Rewards: -66.29999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2063/10000, Total Frames: 118, Tiles Visited: 12, Total Rewards: -46.3999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2064/10000, Total Frames: 53, Tiles Visited: 4, Total Rewards: -20.59999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2065/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.600000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 2066/10000, Total Frames: 180, Tiles Visited: 3, Total Rewards: -70.79999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2067/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.299999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2068/10000, Total Frames: 217, Tiles Visited: 3, Total Rewards: -85.80000000000014, Epsilon: 0.3, Policy: AGENT
Episode: 2069/10000, Total Frames: 112, Tiles Visited: 3, Total Rewards: -43.69999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2070/10000, Total Frames: 123, Tiles Visited: 3, Total Rewards: -48.0999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2071/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2072/10000, Total Frames: 99, Tiles Visited: 4, Total Rewards: -38.99999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2073/10000, Total Frames: 106, Tiles Visited: 5, Total Rewards: -41.39999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2074/10000, Total Frames: 71, Tiles Visited: 4, Total Rewards: -27.699999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 2075/10000, Total Frames: 74, Tiles Visited: 3, Total Rewards: -28.599999999999962, Epsilon: 0.3, Policy: AGENT
Episode: 2076/10000, Total Frames: 73, Tiles Visited: 4, Total Rewards: -28.699999999999964, Epsilon: 0.3, Policy: AGENT
Episode: 2077/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.099999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2078/10000, Total Frames: 144, Tiles Visited: 3, Total Rewards: -56.999999999999865, Epsilon: 0.3, Policy: AGENT
Episode: 2079/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.100000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 2080/10000, Total Frames: 113, Tiles Visited: 3, Total Rewards: -44.29999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2081/10000, Total Frames: 60, Tiles Visited: 3, Total Rewards: -23.39999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 2082/10000, Total Frames: 135, Tiles Visited: 4, Total Rewards: -52.999999999999886, Epsilon: 0.3, Policy: AGENT
Episode: 2083/10000, Total Frames: 86, Tiles Visited: 4, Total Rewards: -33.599999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 2084/10000, Total Frames: 38, Tiles Visited: 4, Total Rewards: -14.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2085/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2086/10000, Total Frames: 70, Tiles Visited: 3, Total Rewards: -27.199999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 2087/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.8, Epsilon: 0.3, Policy: AGENT
Episode: 2088/10000, Total Frames: 86, Tiles Visited: 4, Total Rewards: -33.69999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2089/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2090/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2091/10000, Total Frames: 148, Tiles Visited: 4, Total Rewards: -58.29999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2092/10000, Total Frames: 58, Tiles Visited: 5, Total Rewards: -22.699999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 2093/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.099999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2094/10000, Total Frames: 118, Tiles Visited: 4, Total Rewards: -46.49999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2095/10000, Total Frames: 129, Tiles Visited: 3, Total Rewards: -50.69999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 2096/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.200000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 2097/10000, Total Frames: 85, Tiles Visited: 4, Total Rewards: -33.19999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2098/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2099/10000, Total Frames: 250, Tiles Visited: 12, Total Rewards: -99.00000000000033, Epsilon: 0.3, Policy: SAFE
Episode: 2100/10000, Total Frames: 86, Tiles Visited: 3, Total Rewards: -33.79999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 2101/10000, Total Frames: 177, Tiles Visited: 4, Total Rewards: -69.79999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2102/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.200000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 2103/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2104/10000, Total Frames: 289, Tiles Visited: 3, Total Rewards: -114.00000000000053, Epsilon: 0.3, Policy: RISK
Episode: 2105/10000, Total Frames: 177, Tiles Visited: 4, Total Rewards: -69.79999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2106/10000, Total Frames: 32, Tiles Visited: 4, Total Rewards: -12.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2107/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2108/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2109/10000, Total Frames: 33, Tiles Visited: 4, Total Rewards: -12.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2110/10000, Total Frames: 33, Tiles Visited: 4, Total Rewards: -12.500000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2111/10000, Total Frames: 32, Tiles Visited: 3, Total Rewards: -12.100000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2112/10000, Total Frames: 101, Tiles Visited: 4, Total Rewards: -39.699999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 2113/10000, Total Frames: 74, Tiles Visited: 3, Total Rewards: -28.799999999999965, Epsilon: 0.3, Policy: AGENT
Episode: 2114/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2115/10000, Total Frames: 59, Tiles Visited: 4, Total Rewards: -22.999999999999982, Epsilon: 0.3, Policy: AGENT
Episode: 2116/10000, Total Frames: 139, Tiles Visited: 4, Total Rewards: -54.79999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2117/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.90000000000001, Epsilon: 0.3, Policy: AGENT
Episode: 2118/10000, Total Frames: 100, Tiles Visited: 4, Total Rewards: -38.99999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2119/10000, Total Frames: 47, Tiles Visited: 3, Total Rewards: -18.1, Epsilon: 0.3, Policy: AGENT
Episode: 2120/10000, Total Frames: 81, Tiles Visited: 4, Total Rewards: -31.399999999999952, Epsilon: 0.3, Policy: AGENT
Episode: 2121/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2122/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.599999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2123/10000, Total Frames: 108, Tiles Visited: 4, Total Rewards: -42.19999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 2124/10000, Total Frames: 79, Tiles Visited: 3, Total Rewards: -30.799999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 2125/10000, Total Frames: 270, Tiles Visited: 12, Total Rewards: -106.90000000000045, Epsilon: 0.3, Policy: SAFE
Episode: 2126/10000, Total Frames: 142, Tiles Visited: 4, Total Rewards: -55.59999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2127/10000, Total Frames: 69, Tiles Visited: 4, Total Rewards: -27.09999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2128/10000, Total Frames: 46, Tiles Visited: 3, Total Rewards: -17.900000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 2129/10000, Total Frames: 255, Tiles Visited: 12, Total Rewards: -100.60000000000035, Epsilon: 0.3, Policy: SAFE
Episode: 2130/10000, Total Frames: 42, Tiles Visited: 5, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2131/10000, Total Frames: 147, Tiles Visited: 3, Total Rewards: -57.599999999999866, Epsilon: 0.3, Policy: AGENT
Episode: 2132/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2133/10000, Total Frames: 50, Tiles Visited: 3, Total Rewards: -19.499999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2134/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -30.09999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2135/10000, Total Frames: 145, Tiles Visited: 3, Total Rewards: -57.29999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 2136/10000, Total Frames: 67, Tiles Visited: 3, Total Rewards: -26.099999999999973, Epsilon: 0.3, Policy: AGENT
Episode: 2137/10000, Total Frames: 269, Tiles Visited: 5, Total Rewards: -106.40000000000045, Epsilon: 0.3, Policy: AGENT
Episode: 2138/10000, Total Frames: 97, Tiles Visited: 5, Total Rewards: -37.899999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 2139/10000, Total Frames: 76, Tiles Visited: 3, Total Rewards: -29.39999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2140/10000, Total Frames: 166, Tiles Visited: 4, Total Rewards: -65.59999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2141/10000, Total Frames: 89, Tiles Visited: 3, Total Rewards: -34.89999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2142/10000, Total Frames: 90, Tiles Visited: 3, Total Rewards: -35.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2143/10000, Total Frames: 108, Tiles Visited: 4, Total Rewards: -42.599999999999916, Epsilon: 0.3, Policy: AGENT
Episode: 2144/10000, Total Frames: 56, Tiles Visited: 3, Total Rewards: -21.899999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 2145/10000, Total Frames: 81, Tiles Visited: 3, Total Rewards: -31.699999999999953, Epsilon: 0.3, Policy: AGENT
Episode: 2146/10000, Total Frames: 66, Tiles Visited: 4, Total Rewards: -25.899999999999974, Epsilon: 0.3, Policy: AGENT
Episode: 2147/10000, Total Frames: 164, Tiles Visited: 4, Total Rewards: -64.79999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 2148/10000, Total Frames: 39, Tiles Visited: 4, Total Rewards: -15.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2149/10000, Total Frames: 119, Tiles Visited: 3, Total Rewards: -46.8999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2150/10000, Total Frames: 65, Tiles Visited: 5, Total Rewards: -25.299999999999976, Epsilon: 0.3, Policy: AGENT
Episode: 2151/10000, Total Frames: 113, Tiles Visited: 5, Total Rewards: -44.49999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2152/10000, Total Frames: 144, Tiles Visited: 3, Total Rewards: -56.599999999999866, Epsilon: 0.3, Policy: AGENT
Episode: 2153/10000, Total Frames: 90, Tiles Visited: 4, Total Rewards: -35.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2154/10000, Total Frames: 392, Tiles Visited: 4, Total Rewards: -155.9000000000011, Epsilon: 0.3, Policy: AGENT
Episode: 2155/10000, Total Frames: 72, Tiles Visited: 4, Total Rewards: -28.099999999999966, Epsilon: 0.3, Policy: AGENT
Episode: 2156/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -21.09999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2157/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.100000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 2158/10000, Total Frames: 53, Tiles Visited: 4, Total Rewards: -20.39999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 2159/10000, Total Frames: 112, Tiles Visited: 4, Total Rewards: -43.79999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2160/10000, Total Frames: 141, Tiles Visited: 4, Total Rewards: -55.39999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 2161/10000, Total Frames: 165, Tiles Visited: 3, Total Rewards: -65.19999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 2162/10000, Total Frames: 69, Tiles Visited: 3, Total Rewards: -26.49999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2163/10000, Total Frames: 170, Tiles Visited: 4, Total Rewards: -67.09999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 2164/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2165/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -29.89999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2166/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2167/10000, Total Frames: 117, Tiles Visited: 3, Total Rewards: -45.99999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 2168/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.799999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 2169/10000, Total Frames: 184, Tiles Visited: 4, Total Rewards: -72.49999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 2170/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.299999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2171/10000, Total Frames: 45, Tiles Visited: 3, Total Rewards: -17.500000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 2172/10000, Total Frames: 101, Tiles Visited: 4, Total Rewards: -39.59999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 2173/10000, Total Frames: 195, Tiles Visited: 3, Total Rewards: -76.90000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 2174/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.200000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 2175/10000, Total Frames: 49, Tiles Visited: 3, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 2176/10000, Total Frames: 65, Tiles Visited: 4, Total Rewards: -25.399999999999974, Epsilon: 0.3, Policy: AGENT
Episode: 2177/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 2178/10000, Total Frames: 42, Tiles Visited: 4, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 2179/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.600000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 2180/10000, Total Frames: 488, Tiles Visited: 3, Total Rewards: -192.60000000000164, Epsilon: 0.3, Policy: RISK
